router,method,path,function,line,fn_gate,file_router_gate,server_gate,exempt,no_gate
rahaza_master,POST,/machines,create_machine,378,1,0,1,0,0
rahaza_master,PUT,/machines/{mid},update_machine,406,1,0,1,0,0
rahaza_master,DELETE,/machines/{mid},deactivate_machine,424,1,0,1,0,0
rahaza_master,POST,/lines,create_line,451,1,0,1,0,0
rahaza_master,PUT,/lines/{lid},update_line,479,1,0,1,0,0
rahaza_master,DELETE,/lines/{lid},deactivate_line,497,1,0,1,0,0
rahaza_master,POST,/employees/sync-user-employee-ids,sync_user_employee_ids,506,1,0,1,0,0
rahaza_master,POST,/employees,create_employee,600,1,0,1,0,0
rahaza_master,PUT,/employees/{eid},update_employee,678,1,0,1,0,0
rahaza_master,DELETE,/employees/{eid},deactivate_employee,714,1,0,1,0,0
rahaza_master,POST,/employees/{eid}/photo,set_employee_photo,737,1,0,1,0,0
rahaza_master,POST,/employees/{eid}/link-user,link_user_to_employee,756,1,0,1,0,0
rahaza_master,POST,/employees/auto-link-users,auto_link_users_by_email,804,1,0,1,0,0
rahaza_material_requirements,POST,/material-requirements,aggregate_material_requirements,112,0,0,1,0,0
rahaza_notifications,POST,/{notif_id}/read,mark_read,284,0,0,0,1,0
rahaza_notifications,POST,/mark-all-read,mark_all_read,293,1,0,0,0,0
rahaza_notifications,POST,/trigger/wo-due-scan,scan_wo_due,322,1,0,0,0,0
rahaza_opening_balance,POST,/preview,preview,51,1,0,1,0,0
rahaza_opening_balance,POST,/apply,apply,61,1,0,1,0,0
rahaza_orders,POST,/customers,create_customer,115,1,0,1,0,0
rahaza_orders,PUT,/customers/{cid},update_customer,159,1,0,1,0,0
rahaza_orders,DELETE,/customers/{cid},deactivate_customer,177,1,0,1,0,0
rahaza_orders,POST,/orders,create_order,253,1,0,1,0,0
rahaza_orders,PUT,/orders/{oid},update_order,311,1,0,1,0,0
rahaza_orders,POST,/orders/{oid}/status,transition_status,358,1,0,1,0,0
rahaza_orders,DELETE,/orders/{oid},delete_order,392,1,0,1,0,0
rahaza_overtime,POST,,create_request,142,1,0,1,0,0
rahaza_overtime,PUT,/{ot_id}/approve,approve_request,203,1,0,1,0,0
rahaza_overtime,PUT,/{ot_id}/reject,reject_request,227,1,0,1,0,0
rahaza_overtime,DELETE,/{ot_id},cancel_request,255,1,0,1,0,0
rahaza_payroll_allowances,POST,/payroll-allowances,create_allowance,42,0,0,1,0,0
rahaza_payroll_allowances,PUT,/payroll-allowances/{allowance_id},update_allowance,85,0,0,1,0,0
rahaza_payroll_allowances,DELETE,/payroll-allowances/{allowance_id},delete_allowance,109,1,0,1,0,0
rahaza_payroll_payslips,PUT,/payslips/{pid},update_payslip,553,1,0,1,0,0
rahaza_payroll_payslips,POST,/payroll-runs/{run_id}/payslips/{slip_id}/adjust,adjust_payslip,612,1,0,1,0,0
rahaza_payroll_profiles,POST,/payroll-profiles,upsert_profile,108,1,0,1,0,0
rahaza_payroll_profiles,PUT,/payroll-profiles/{pid},update_profile,144,1,0,1,0,0
rahaza_payroll_profiles,DELETE,/payroll-profiles/{pid},delete_profile,164,1,0,1,0,0
rahaza_payroll_runs,POST,/payroll-runs,create_run,51,1,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/finalize,finalize_run,171,1,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/post-to-gl,retry_post_payroll,267,1,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/retry-post,retry_post_alias,283,0,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/pay,pay_payroll_run,289,1,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/void-payment,void_payroll_payment_endpoint,354,1,1,1,0,0
rahaza_payroll_runs,DELETE,/payroll-runs/{run_id},delete_run,384,1,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/pay-bpjs,pay_bpjs,398,1,1,1,0,0
rahaza_payroll_runs,POST,/payroll-runs/{run_id}/pay-pph21,pay_pph21,466,1,1,1,0,0
rahaza_payroll_settings,PUT,/payroll-settings/late-penalty,set_late_penalty,74,1,0,1,0,0
rahaza_payroll_settings,PUT,/payroll-settings/attendance-bonus,set_attendance_bonus,134,1,0,1,0,0
rahaza_periods,POST,/ensure-year,ensure_year,46,1,0,1,0,0
rahaza_periods,POST,/alerts/{alert_id}/resolve,resolve_period_alert,86,1,0,1,0,0
rahaza_periods,POST,/{period_code}/close,close_period,98,1,0,1,0,0
rahaza_periods,POST,/{period_code}/reopen,reopen_period,117,1,0,1,0,0
rahaza_periods,POST,/{period_code}/lock,lock_period,136,1,0,1,0,0
rahaza_petty_cash,POST,/funds,create_fund,178,1,0,1,0,0
rahaza_petty_cash,POST,/funds/{fund_id}/replenish,replenish_fund,231,1,0,1,0,0
rahaza_petty_cash,POST,/funds/{fund_id}/close,close_fund,267,1,0,1,0,0
rahaza_petty_cash,POST,/transactions,create_txn,304,0,0,1,0,0
rahaza_petty_cash,POST,/transactions/{txn_id}/retry-posting,retry_txn_posting,371,1,0,1,0,0
rahaza_po,POST,/purchase-orders,create_po,475,1,0,1,0,0
rahaza_po,PUT,/purchase-orders/{po_id},update_po,522,1,0,1,0,0
rahaza_po,DELETE,/purchase-orders/{po_id},delete_po,563,1,0,1,0,0
rahaza_po,POST,/purchase-orders/{po_id}/submit,submit_po,581,1,0,1,0,0
rahaza_po,POST,/purchase-orders/{po_id}/approve,approve_po,646,1,0,1,0,0
rahaza_po,POST,/purchase-orders/{po_id}/reject,reject_po,742,1,0,1,0,0
rahaza_po,POST,/purchase-orders/{po_id}/cancel,cancel_po,794,1,0,1,0,0
rahaza_po,POST,/purchase-orders/{po_id}/create-gr,create_gr_from_po,977,1,0,1,0,0
rahaza_po,POST,/purchase-orders/bulk-import,bulk_import_po_csv,1141,0,0,1,0,0
rahaza_posting_profiles,PUT,/{event_type},update_profile,451,1,0,1,0,0
rahaza_posting_profiles,POST,/seed,seed_defaults,528,1,0,1,0,0
rahaza_posting_profiles,POST,/seed-da,seed_da_profiles,567,1,0,1,0,0
rahaza_product_categories,POST,,create_category,106,1,0,0,0,0
rahaza_product_categories,PUT,/{cid},update_category,138,1,0,0,0,0
rahaza_product_categories,DELETE,/{cid},deactivate_category,195,1,0,0,0,0
rahaza_production,POST,/models,create_model,153,1,0,1,0,0
rahaza_production,PUT,/models/{mid},update_model,215,1,0,1,0,0
rahaza_production,DELETE,/models/{mid},deactivate_model,299,1,0,1,0,0
rahaza_production,POST,/models/{mid}/images,upload_model_image,327,1,0,1,0,0
rahaza_production,DELETE,/models/{mid}/images,delete_model_image,377,1,0,1,0,0
rahaza_production,POST,/models/{mid}/sop-image,upload_sop_step_image,409,1,0,1,0,0
rahaza_production,PUT,/models/{mid}/sop,save_model_sop,495,1,0,1,0,0
rahaza_production,POST,/sizes,create_size,525,1,0,1,0,0
rahaza_production,PUT,/sizes/{sid},update_size,549,1,0,1,0,0
rahaza_production,DELETE,/sizes/{sid},deactivate_size,566,1,0,1,0,0
rahaza_production,POST,/line-assignments,create_assignment,613,1,0,1,0,0
rahaza_production,PUT,/line-assignments/{aid},update_assignment,689,1,0,1,0,0
rahaza_production,DELETE,/line-assignments/{aid},deactivate_assignment,704,1,0,1,0,0
rahaza_production,POST,/wip/events,record_wip_event,713,1,0,1,0,0
rahaza_production_calendar,POST,/production-calendar,create_calendar_entry,83,0,0,1,0,0
rahaza_production_calendar,PUT,/production-calendar/{entry_id},update_calendar_entry,139,0,0,1,0,0
rahaza_production_calendar,DELETE,/production-calendar/{entry_id},delete_calendar_entry,168,1,0,1,0,0
rahaza_production_calendar,POST,/production-calendar/seed-national,seed_national_holidays,244,0,0,1,0,0
rahaza_reports,PUT,/management/alert-config,put_management_alert_config,1260,1,0,0,0,0
rahaza_reports,POST,/management/alerts/scan,management_alerts_scan,1279,1,0,0,0,0
rahaza_resignation,POST,/submit/{employee_id},submit_resignation,45,1,0,1,0,0
rahaza_resignation,POST,/accept/{employee_id},accept_resignation,76,1,0,1,0,0
rahaza_resignation,POST,/exit-interview/{employee_id},save_exit_interview,101,1,0,1,0,0
rahaza_resignation,PUT,/clearance/{employee_id},update_clearance,128,1,0,1,0,0
rahaza_salary_adjustments,POST,/salary-adjustments,create_adjustment,116,1,0,1,0,0
rahaza_salary_adjustments,POST,/salary-adjustments/{adj_id}/approve-manager,approve_by_manager,193,1,0,1,0,0
rahaza_salary_adjustments,POST,/salary-adjustments/{adj_id}/approve-hr,approve_by_hr,238,1,0,1,0,0
rahaza_salary_adjustments,POST,/salary-adjustments/{adj_id}/reject,reject_adjustment,301,1,0,1,0,0
rahaza_salary_adjustments,DELETE,/salary-adjustments/{adj_id},cancel_adjustment,349,1,0,1,0,0
rahaza_salary_adjustments,POST,/salary-adjustments/generate-from-kpi/{period_id},generate_from_kpi,384,1,0,1,0,0
rahaza_salary_grades,POST,,create_grade,54,1,0,1,0,0
rahaza_salary_grades,PUT,/{grade_id},update_grade,83,1,0,1,0,0
rahaza_salary_grades,DELETE,/{grade_id},delete_grade,99,1,0,1,0,0
rahaza_self,PUT,/self/admin/link-employee,admin_link_employee,177,1,0,1,0,0
rahaza_setup,POST,/seed-sample,seed_sample_data,108,1,0,1,0,0
rahaza_setup,POST,/skip,skip_wizard,408,0,0,1,0,0
rahaza_setup,POST,/dismiss,dismiss_wizard,427,0,0,1,0,0
rahaza_setup,POST,/reset,reset_wizard_state,446,1,0,1,0,0
rahaza_shift_handover,POST,/shift-handovers,create_shift_handover,147,0,0,1,0,0
rahaza_shift_handover,POST,/shift-handovers/{handover_id}/sign-off,sign_off_handover,229,0,0,1,0,0
rahaza_shift_handover,PUT,/shift-handovers/{handover_id},update_shift_handover,269,0,0,1,0,0
rahaza_shift_handover,POST,/handover-templates,create_handover_template,324,0,0,1,0,0
rahaza_shift_handover,PUT,/handover-templates/{template_id},update_handover_template,359,0,0,1,0,0
rahaza_shift_handover,DELETE,/handover-templates/{template_id},deactivate_handover_template,390,1,0,1,0,0
rahaza_shift_handover,POST,/handover-templates/seed-default,seed_default_handover_template,407,0,0,1,0,0
rahaza_shipments,POST,,create_shipment,124,0,0,1,0,0
rahaza_shipments,PUT,/{sid},update_shipment,198,0,0,1,0,0
rahaza_shipments,DELETE,/{sid},delete_shipment,243,1,0,1,0,0
rahaza_shipments,POST,/{sid}/status,change_status,267,0,0,1,0,0
rahaza_shipments,POST,/{sid}/post-cogs,retry_post_cogs,431,0,0,1,0,0
rahaza_shopping_list,POST,/create-pr,create_pr_from_list,48,0,0,1,0,0
rahaza_sop,POST,,create_sop,124,1,0,1,0,0
rahaza_sop,PUT,/{sop_id},update_sop,182,1,0,1,0,0
rahaza_sop,DELETE,/{sop_id},delete_sop,213,1,0,1,0,0
rahaza_sprint22,POST,/bulk-mi/preview,preview_bulk_mi,70,1,0,1,0,0
rahaza_sprint22,POST,/bulk-mi/generate,generate_bulk_mi,196,1,0,1,0,0
rahaza_sprint22,POST,/assignments/bulk,bulk_create_assignments,380,1,0,1,0,0
rahaza_styles,POST,/styles,create_style,55,1,0,1,0,0
rahaza_styles,PUT,/styles/{style_id},update_style,97,1,0,1,0,0
rahaza_styles,DELETE,/styles/{style_id},delete_style,117,1,0,1,0,0
rahaza_styles,POST,/styles/{style_id}/images,upload_style_image,130,1,0,1,0,0
rahaza_styles,DELETE,/styles/{style_id}/images/{img_id},delete_style_image,178,1,0,1,0,0
rahaza_styles,POST,/styles/{style_id}/techpack,upload_techpack,191,1,0,1,0,0
rahaza_styles,DELETE,/styles/{style_id}/techpack,delete_techpack,235,1,0,1,0,0
rahaza_styles,POST,/styles/{style_id}/variants,add_variant,248,1,0,1,0,0
rahaza_styles,DELETE,/styles/{style_id}/variants/{variant_id},delete_variant,270,1,0,1,0,0
rahaza_variants,POST,/colors,create_color,97,1,0,0,0,0
rahaza_variants,PUT,/colors/{cid},update_color,124,1,0,0,0,0
rahaza_variants,DELETE,/colors/{cid},deactivate_color,155,1,0,0,0,0
rahaza_variants,POST,/models/{model_id}/variants/generate,generate_variants,217,1,0,0,0,0
rahaza_variants,POST,/variants,create_variant,286,1,0,0,0,0
rahaza_variants,PUT,/variants/{vid},update_variant,334,1,0,0,0,0
rahaza_variants,DELETE,/variants/{vid},deactivate_variant,355,1,0,0,0,0
rahaza_year_end,POST,/close,close_year,73,1,0,1,0,0
rahaza_year_end,POST,/{year}/reverse,reverse_year_end,106,1,0,1,0,0
sales_direct,POST,/customers,create_customer,67,1,1,1,0,0
sales_direct,PUT,/customers/{cid},update_customer,100,1,1,1,0,0
sales_direct,DELETE,/customers/{cid},deactivate_customer,117,1,1,1,0,0
sales_direct,POST,/direct-sales,create_direct_sale,172,1,1,1,0,0
sales_direct,POST,/direct-sales/{sid}/confirm,confirm_direct_sale,302,1,1,1,0,0
sales_direct,POST,/direct-sales/{sid}/payment,pay_direct_sale,386,1,1,1,0,0
sales_direct,POST,/direct-sales/{sid}/cancel,cancel_direct_sale,407,1,1,1,0,0
sales_direct,POST,/direct-sales/{sid}/returns,create_return,608,1,1,1,0,0
sku_bridge,POST,/bulk-resolve,bulk_resolve,140,0,0,1,0,0
sku_bridge,POST,/map,map_sku,169,0,0,1,0,0
sku_bridge,POST,/auto-map,auto_map,191,0,0,1,0,0
sku_bridge,POST,/relink,relink,205,0,0,1,0,0
sku_bridge,POST,/create-master,create_master,227,0,0,1,0,0
sku_bridge,DELETE,/mappings/{platform_sku_id},unmap,256,1,0,1,0,0
study_groups,POST,,create_study_group,185,0,0,1,0,0
study_groups,POST,/{group_id}/members,add_study_group_members,340,1,0,1,0,0
study_groups,DELETE,/{group_id}/members/{member_id},remove_study_group_member,418,0,0,1,0,0
study_groups,DELETE,/{group_id},delete_study_group,462,1,0,1,0,0
sync_audit,POST,/repair,repair,40,0,0,1,0,0
unified_inventory,POST,/stock/unified/adjust,adjust_stock,293,1,0,1,0,0
universal_scan,POST,/resolve,resolve_scan_post,316,0,0,1,0,0
variant_onboarding,POST,/apply,apply,111,0,0,1,0,0
variant_onboarding,POST,/rollback,rollback,129,1,0,1,0,0
variant_onboarding,POST,/options,upsert_option,170,1,0,1,0,0
variant_onboarding,DELETE,/options/{code},deactivate_option,198,1,0,1,0,0
variant_onboarding,POST,/colors/merge,color_merge,228,1,0,1,0,0
variant_onboarding,POST,/masters/ensure,masters_ensure,241,1,0,1,0,0
vendor_portal,POST,/partners,create_partner,165,1,0,0,0,0
vendor_portal,PUT,/partners/{partner_id},update_partner,192,1,0,0,0,0
vendor_portal,DELETE,/partners/{partner_id},delete_partner,227,1,0,0,0,0
vendor_portal,POST,/accounts,create_vendor_account,285,1,0,0,0,0
vendor_portal,PUT,/accounts/{account_id},update_vendor_account,314,1,0,0,0,0
vendor_portal,DELETE,/accounts/{account_id},delete_vendor_account,342,1,0,0,0,0
vendor_portal,POST,/jobs,create_job,380,1,0,0,0,0
vendor_portal,PUT,/jobs/{job_id},update_job,421,1,0,0,0,0
vendor_portal,DELETE,/jobs/{job_id},delete_job,465,1,0,0,0,0
vendor_portal,POST,/my-jobs/{job_id}/progress,vendor_submit_progress,587,1,0,0,0,0
vendor_portal,DELETE,/my-jobs/{job_id}/progress/{report_id},vendor_delete_progress,651,1,0,0,0,0
vendor_shipment,POST,/vendor-shipments/material-preview,vendor_shipment_material_preview,30,1,0,1,0,0
vendor_shipment,POST,/vendor-shipments,create_vendor_shipment,301,1,0,1,0,0
vendor_shipment,PUT,/vendor-shipments/{sid},update_vendor_shipment,496,1,0,1,0,0
vendor_shipment,DELETE,/vendor-shipments/{sid},delete_vendor_shipment,563,1,0,1,0,0
vendor_shipment,POST,/vendor-material-inspections,create_inspection,724,1,0,1,0,0
warehouse,POST,/locations,create_location,133,0,0,1,0,0
warehouse,PUT,/locations/{location_id},update_location,140,0,0,1,0,0
warehouse,DELETE,/locations/{location_id},delete_location,147,1,0,1,0,0
warehouse,POST,/receiving,create_receiving,174,0,0,1,0,0
warehouse,PUT,/receiving/{receipt_id},update_receiving,263,0,0,1,0,0
warehouse,DELETE,/receiving/{receipt_id},delete_receiving,669,1,0,1,0,0
wms_ai_insights,POST,/fabric-rolls/quality-analysis,analyze_fabric_quality_patterns,50,0,0,1,0,0
wms_ai_insights,POST,/cmt-dispatches/smart-recommendations,get_smart_material_recommendations,102,0,0,1,0,0
wms_ai_insights,POST,/opname/predict-variances,predict_cycle_variances,166,0,0,1,0,0
wms_audit,POST,/hotspot/{position_barcode}/rca,hotspot_rca,308,1,0,1,0,0
wms_barcode,POST,/batch-pdf,barcode_batch_pdf,262,0,0,1,0,0
wms_capacity_planning,PUT,/config,update_capacity_config,166,1,0,1,0,0
wms_capacity_planning,POST,/check-wo,check_wo_capacity,214,0,0,1,0,0
wms_capacity_planning,POST,/simulate,simulate_wo_schedule,337,0,0,1,0,0
wms_cmt_dispatches,POST,,create_dispatch,118,0,0,1,0,0
wms_cmt_dispatches,PUT,/{dispatch_id},update_dispatch,177,0,0,1,0,0
wms_cmt_dispatches,POST,/{dispatch_id}/dispatch,execute_dispatch,197,0,0,1,0,0
wms_cmt_dispatches,POST,/{dispatch_id}/return-line,return_materials,294,0,0,1,0,0
wms_cmt_dispatches,POST,/{dispatch_id}/cancel,cancel_dispatch,326,0,0,1,0,0
wms_delivery_notes,POST,,create_sj,186,0,0,1,0,0
wms_delivery_notes,PUT,/{sj_id},update_sj,506,0,0,1,0,0
wms_delivery_notes,POST,/{sj_id}/issue,issue_sj,527,0,0,1,0,0
wms_delivery_notes,POST,/{sj_id}/receive,receive_sj,596,0,0,1,0,0
wms_delivery_notes,POST,/{sj_id}/cancel,cancel_sj,616,0,0,1,0,0
wms_delivery_notes,DELETE,/{sj_id},delete_sj,635,1,0,1,0,0
wms_fabric_rolls,POST,,create_roll,231,0,0,1,0,0
wms_fabric_rolls,POST,/issue-from-receipt,issue_from_receipt,318,0,0,1,0,0
wms_fabric_rolls,PUT,/{roll_id},update_roll,423,0,0,1,0,0
wms_fabric_rolls,POST,/{roll_id}/putaway,putaway_roll,441,0,0,1,0,0
wms_fabric_rolls,POST,/{roll_id}/issue,issue_roll,464,0,0,1,0,0
wms_fabric_rolls,POST,/{roll_id}/return,return_roll,502,0,0,1,0,0
wms_fabric_rolls,POST,/{roll_id}/reject,reject_roll,525,1,0,1,0,0
wms_fabric_rolls,POST,/{roll_id}/adjust,adjust_roll,554,0,0,1,0,0
wms_fabric_rolls,DELETE,/{roll_id},delete_roll,626,1,0,1,0,0
wms_fg_labels,POST,/labels/batch-pdf,batch_fg_labels_pdf,91,0,0,1,0,0
wms_fg_labels,POST,/label-pdf/custom,custom_fg_label_pdf,110,0,0,1,0,0
wms_labels,POST,/labels/batch-pdf,batch_labels_pdf,201,0,0,1,0,0
wms_legacy,POST,/locations,create_location,44,0,0,1,0,0
wms_legacy,PUT,/locations/{location_id},update_location,49,0,0,1,0,0
wms_legacy,DELETE,/locations/{location_id},delete_location,54,1,0,1,0,0
wms_legacy,POST,/receiving,create_receiving,71,0,0,1,0,0
wms_legacy,PUT,/receiving/{receipt_id},update_receiving,76,0,0,1,0,0
wms_legacy,DELETE,/receiving/{receipt_id},delete_receiving,81,1,0,1,0,0
wms_material_labels,POST,/labels/batch-pdf,batch_material_labels_pdf,102,0,0,1,0,0
wms_opname3,POST,/sessions,create_session,224,1,0,1,0,0
wms_opname3,POST,/scan,scan,303,0,0,1,0,0
wms_opname3,POST,/scan-undo,scan_undo,373,0,0,1,0,0
wms_opname3,POST,/submit,submit_session,402,0,0,1,0,0
wms_opname3,POST,/approve,approve_session,424,0,0,1,0,0
wms_opname3,POST,/reject,reject_session,505,0,0,1,0,0
wms_opname3,POST,/cancel,cancel_session,525,0,0,1,0,0
wms_picklist,POST,,create_picklist,144,0,0,1,0,0
wms_picklist,PUT,/{picklist_id}/item/{pick_item_id}/pick,mark_item_picked,263,0,0,1,0,0
wms_picklist,POST,/{picklist_id}/complete,complete_picklist,305,0,0,1,0,0
wms_picklist,DELETE,/{picklist_id},delete_picklist,318,1,0,1,0,0
wms_putaway,POST,/place,place,196,1,0,1,0,0
wms_quarantine,POST,/{item_id}/retry-block,retry_block_item,127,1,0,1,0,0
wms_quarantine,POST,/{item_id}/release,release_item,182,1,0,1,0,0
wms_quarantine,POST,/{item_id}/return-supplier,return_to_supplier,225,1,0,1,0,0
wms_quarantine,POST,/{item_id}/scrap,scrap_item,258,1,0,1,0,0
wms_quarantine,POST,/manual,manual_quarantine,293,1,0,1,0,0
wms_receiving,POST,/pending,create_pending,398,0,0,1,0,0
wms_receiving,POST,/pending/{movement_id}/scan-in,scan_in,427,0,0,1,0,0
wms_receiving,POST,/pending/{movement_id}/scan-out,scan_out,593,0,0,1,0,0
wms_receiving,POST,/pending/{movement_id}/cancel,cancel_pending,712,0,0,1,0,0
wms_receiving,POST,/pending/create-from-production,create_from_production,732,0,0,1,0,0
wms_receiving,POST,/pending/create-from-shipment,create_from_shipment,769,0,0,1,0,0
wms_receiving,POST,/pending/create-from-material-issue,create_from_material_issue,800,0,0,1,0,0
wms_receiving,POST,/stock/reset-all,reset_all_stock,842,1,0,1,0,0
wms_receiving,POST,/rack-alerts/{alert_id}/acknowledge,ack_rack_alert,933,0,0,1,0,0
wms_receiving,POST,/rack-alerts/scan-all,scan_all_racks,947,0,0,1,0,0
wms_stock_schema,POST,/reconcile,schema_reconcile,55,0,0,1,0,0
wms_stock_schema,POST,/reconcile/rollback,schema_reconcile_rollback,79,0,0,1,0,0
wms_structure,POST,/buildings,create_building,95,0,0,1,0,0
wms_structure,PUT,/buildings/{building_id},update_building,112,0,0,1,0,0
wms_structure,DELETE,/buildings/{building_id},delete_building,126,1,0,1,0,0
wms_structure,POST,/zones,create_zone,154,0,0,1,0,0
wms_structure,PUT,/zones/{zone_id},update_zone,175,0,0,1,0,0
wms_structure,DELETE,/zones/{zone_id},delete_zone,189,1,0,1,0,0
wms_structure,POST,/racks,create_rack,265,0,0,1,0,0
wms_structure,PUT,/racks/{rack_id},update_rack,315,0,0,1,0,0
wms_structure,DELETE,/racks/{rack_id},delete_rack,368,1,0,1,0,0
wms_structure,PUT,/positions/{position_id},update_position,420,0,0,1,0,0
wms_structure,POST,/structure/build-canonical-storage,build_canonical_storage,668,1,0,1,0,0
wms_structure,POST,/structure/seed-demo,seed_demo_structure,736,0,0,1,0,0
wms_units,POST,/units/seed,seed_units,167,0,0,1,0,0
wms_units,POST,/units,create_unit,228,0,0,1,0,0
wms_units,PUT,/units/{unit_id},update_unit,245,0,0,1,0,0
wms_units,DELETE,/units/{unit_id},delete_unit,259,1,0,1,0,0
wms_units,POST,/unit-conversions,create_conversion,284,0,0,1,0,0
wms_units,PUT,/unit-conversions/{conv_id},update_conversion,306,0,0,1,0,0
wms_units,DELETE,/unit-conversions/{conv_id},delete_conversion,319,1,0,1,0,0
wms_units,POST,/units/convert,convert_qty,361,0,0,1,0,0
workspace,POST,/documents,create_document,82,0,0,1,0,0
workspace,PUT,/documents/{doc_id},update_document,196,1,0,1,0,0
workspace,DELETE,/documents/{doc_id},delete_document,227,1,0,1,0,0
workspace,POST,/documents/{doc_id}/share,share_document,248,1,0,1,0,0
workspace,DELETE,/documents/{doc_id}/share/{user_id},revoke_share,311,1,0,1,0,0
workspace,POST,/documents/import-excel,import_excel,334,0,0,1,0,0
workspace,POST,/documents/import-from-module,import_from_module,444,0,0,1,0,0
workspace,POST,/documents/preview-excel,preview_excel,580,0,0,1,0,0
workspace,POST,/documents/import-excel-mapped,import_excel_mapped,633,0,0,1,0,0
workspace,POST,/documents/{doc_id}/versions,save_version,711,1,0,1,0,0
workspace,POST,/documents/{doc_id}/versions/{version_id}/restore,restore_version,778,1,0,1,0,0
