router,method,path,function,line,fn_gate,file_router_gate,server_gate,exempt,no_gate
admin,POST,/users,create_user,32,1,0,1,0,0
admin,PUT,/users/{uid},update_user,56,1,0,1,0,0
admin,DELETE,/users/{uid},delete_user,71,1,0,1,0,0
admin,DELETE,/activity-logs/{log_id},delete_activity_log,104,1,0,1,0,0
admin,POST,/company-settings,save_company_settings,149,1,0,1,0,0
admin,POST,/roles,create_role,224,1,0,1,0,0
admin,PUT,/roles/{role_id},update_role,254,1,0,1,0,0
admin,DELETE,/roles/{role_id},delete_role,309,1,0,1,0,0
admin_backup,POST,/create,create_backup,514,1,0,1,0,0
admin_backup,POST,/restore,restore_backup,581,1,0,1,0,0
admin_backup,DELETE,/{backup_id},delete_backup,666,1,0,1,0,0
admin_backup,POST,/cleanup,cleanup_old_backups,692,1,0,1,0,0
admin_backup,POST,/download-ticket/{backup_id},create_download_ticket,743,1,0,1,0,0
admin_backup,POST,/upload,upload_backup,813,1,0,1,0,0
admin_backup,POST,/upload-file,upload_backup_file,839,1,0,1,0,0
admin_backup,POST,/upload-init,upload_init,937,1,0,1,0,0
admin_backup,POST,/upload-chunk,upload_chunk,960,1,0,1,0,0
admin_backup,POST,/upload-complete,upload_complete,1002,1,0,1,0,0
admin_backup,POST,/restore-selective,restore_selective,1144,1,0,1,0,0
admin_backup,POST,/clear-collections,clear_collections,1307,1,0,1,0,0
ai_usage_monitor,PUT,/settings,update_settings,176,1,0,1,0,0
analytics_ai,POST,/production/rca,production_rca,93,1,0,1,0,0
analytics_ai,POST,/qc/rca,qc_rca,274,1,0,1,0,0
announcements,POST,/,create_announcement,160,1,0,0,0,0
announcements,PUT,/{announcement_id},update_announcement,203,1,0,0,0,0
announcements,DELETE,/{announcement_id},delete_announcement,241,1,0,0,0,0
announcements,POST,/{announcement_id}/toggle,toggle_announcement_status,267,1,0,0,0,0
approval_multilevel,POST,/chains,create_chain,120,1,0,1,0,0
approval_multilevel,PUT,/chains/{chain_id},update_chain,148,1,0,1,0,0
approval_multilevel,DELETE,/chains/{chain_id},delete_chain,165,1,0,1,0,0
approval_multilevel,POST,/requests,submit_request,179,0,0,1,0,0
approval_multilevel,POST,/requests/{request_id}/approve,approve_request,239,0,0,1,0,0
approval_multilevel,POST,/requests/{request_id}/reject,reject_request,259,0,0,1,0,0
approval_multilevel,POST,/requests/{request_id}/cancel,cancel_request,279,1,0,1,0,0
approval_multilevel,POST,/seed-chains,seed_chains,344,1,0,1,0,0
approval_multilevel,POST,/seed-missing-chains,seed_missing_chains,358,1,0,1,0,0
asset/assets_core,POST,,create_asset,62,0,0,1,0,0
asset/assets_core,PUT,/{asset_id},update_asset,174,0,0,1,0,0
asset/assignments,POST,/{asset_id}/assign,assign_asset,19,0,0,1,0,0
asset/assignments,POST,/{asset_id}/unassign,unassign_asset,55,0,0,1,0,0
asset/assignments,POST,/{asset_id}/maintenance,add_maintenance,84,0,0,1,0,0
asset/bulk_import,POST,/bulk-import/preview,bulk_import_preview,14,0,0,1,0,0
asset/bulk_import,POST,/bulk-import/execute,bulk_import_execute,41,0,0,1,0,0
asset/bulk_import,POST,/bulk-import/execute-file,bulk_import_execute_file,184,0,0,1,0,0
asset/categories,POST,/categories,create_category,29,0,0,1,0,0
asset/categories,PUT,/categories/{cat_id},update_category,51,0,0,1,0,0
asset/categories,DELETE,/categories/{cat_id},delete_category,74,1,0,1,0,0
asset/depreciation_batch,POST,/batch-depreciate/{period},batch_depreciate,10,0,0,1,0,0
asset/depreciation_per,POST,/{asset_id}/depreciate/{period},post_depreciation,13,0,0,1,0,0
asset/disposal,PATCH,/disposal-requests/{req_id}/approve,approve_disposal_request,30,1,0,1,0,0
asset/disposal,PATCH,/disposal-requests/{req_id}/reject,reject_disposal_request,105,1,0,1,0,0
asset/disposal,POST,/{asset_id}/dispose,dispose_asset,141,0,0,1,0,0
asset/disposal,POST,/{asset_id}/request-disposal,request_disposal,200,0,0,1,0,0
asset/loans,POST,/loans,create_asset_loan,164,0,0,1,0,0
asset/loans,POST,/loans/{loan_id}/return,return_asset_loan,251,0,0,1,0,0
asset/photo,POST,/{asset_id}/upload-photo,upload_asset_photo,11,0,0,1,0,0
asset/predictive_maintenance,POST,/predictive-maintenance/acknowledge,acknowledge_pm_alert,248,0,0,1,0,0
asset/scan_label,POST,/{asset_id}/scan,scan_asset,26,0,0,1,0,0
asset/transfer,POST,/{asset_id}/transfer,transfer_asset,13,0,0,1,0,0
auth_routes,POST,/auth/download-token,issue_download_token,77,0,0,0,1,0
auth_routes,POST,/auth/login,login,91,1,0,0,0,0
auth_routes,POST,/auth/change-password,change_password,189,0,0,0,1,0
buyer_shipment,POST,/buyer-shipments,create_buyer_shipment,757,1,0,1,0,0
buyer_shipment,PUT,/buyer-shipments/{bsid},update_buyer_shipment,1119,1,0,1,0,0
buyer_shipment,DELETE,/buyer-shipments/{bsid},delete_buyer_shipment,1134,1,0,1,0,0
buyer_shipment,PUT,/buyer-shipment-items/{item_id},force_edit_buyer_shipment_item,1182,1,0,1,0,0
buyer_shipment,PUT,/buyer-shipment-items/{item_id}/received,set_buyer_shipment_item_received,1299,1,0,1,0,0
buyer_shipment,POST,/buyer-shorts/{short_id}/resolve,resolve_buyer_short,1496,1,0,1,0,0
cmt_override_routes,POST,/daily-recap/remind,daily_recap_remind,282,0,0,1,0,0
coa_auto,PUT,/settings,update_settings,374,0,1,1,0,0
coa_auto,POST,/backfill/{entity_type},backfill,402,0,1,1,0,0
communication/channel_messages,POST,/channels/{channel_id}/messages,send_channel_message,53,1,0,1,0,0
communication/channel_messages,POST,/channels/{channel_id}/upload,upload_file_message,133,0,0,1,0,0
communication/channels,POST,/channels,create_channel,58,0,0,1,0,0
communication/channels,PUT,/channels/{channel_id},update_channel,99,1,0,1,0,0
communication/channels,PATCH,/channels/{channel_id}/archive,archive_channel,128,1,0,1,0,0
communication/channels,PATCH,/channels/{channel_id}/unarchive,unarchive_channel,154,1,0,1,0,0
communication/channels,POST,/channels/{channel_id}/members,add_channel_members,203,0,0,1,0,0
communication/channels,DELETE,/channels/{channel_id}/members/{uid},remove_channel_member,226,1,0,1,0,0
communication/conversations,POST,/conversations/{other_uid}/messages,send_dm,52,1,0,1,0,0
communication/messages_actions,POST,/messages/{msg_id}/reaction,toggle_reaction,19,0,0,1,0,0
communication/messages_actions,PATCH,/messages/{msg_id},edit_message,59,0,0,1,0,0
communication/messages_actions,DELETE,/messages/{msg_id},delete_message,91,1,0,1,0,0
communication/messages_actions,POST,/messages/{msg_id}/pin,pin_message,133,1,0,1,0,0
communication/messages_actions,DELETE,/messages/{msg_id}/pin,unpin_message,172,1,0,1,0,0
communication/threads,POST,/messages/{root_id}/thread/reply,post_thread_reply,54,1,0,1,0,0
communication/unread_search,POST,/read/{ref_id},mark_as_read,52,1,0,1,0,0
cron_jobs,POST,/mark-overdue,cron_mark_overdue,140,0,0,1,0,0
cron_jobs,POST,/fg-valuation-check,cron_fg_valuation_check,145,0,0,1,0,0
cron_jobs,POST,/{job}/run-now,run_now,151,1,0,1,0,0
cutting,POST,/panels/cleanup,panels_cleanup,403,1,0,1,0,0
cutting,POST,/issue-docs/backfill,backfill_issue_docs,639,1,0,1,0,0
cutting,POST,/orders,create_order,680,1,0,1,0,0
cutting,PUT,/orders/{oid},update_order,863,1,0,1,0,0
cutting,DELETE,/orders/{oid},delete_order,922,1,0,1,0,0
cutting,POST,/orders/{oid}/start,start_order,948,1,0,1,0,0
cutting,POST,/orders/{oid}/progress,add_progress,994,1,0,1,0,0
cutting,POST,/orders/{oid}/complete,complete_order,1226,1,0,1,0,0
cutting,POST,/orders/{oid}/cancel,cancel_order,1307,1,0,1,0,0
data_transfer,POST,/import/{key},import_table,490,0,0,1,0,0
dewi_accessories_items,POST,/items,create_item,172,0,0,1,0,0
dewi_accessories_items,PUT,/items/{item_id},update_item,223,0,0,1,0,0
dewi_accessories_items,DELETE,/items/{item_id},delete_item,272,1,0,1,0,0
dewi_accessories_loans,POST,/loans,create_loan_gone,132,0,0,1,0,0
dewi_accessories_loans,PUT,/loans/{loan_id}/return,return_loan_gone,138,0,0,1,0,0
dewi_accessories_opname,POST,/opname,start_opname,220,1,0,1,0,0
dewi_accessories_opname,PUT,/opname/{session_id}/count,update_count,296,0,0,1,0,0
dewi_accessories_opname,POST,/opname/{session_id}/submit,submit_opname,404,0,0,1,0,0
dewi_accessories_opname,POST,/opname/{session_id}/approve,approve_opname,420,1,0,1,0,0
dewi_accessories_opname,POST,/opname/{session_id}/reject,reject_opname,534,1,0,1,0,0
dewi_accessories_opname,POST,/opname/{session_id}/complete,complete_opname,565,0,0,1,0,0
dewi_accessories_opname,POST,/opname/{session_id}/cancel,cancel_opname,585,0,0,1,0,0
dewi_accessories_purchase,POST,/purchase-requests,create_purchase_request,137,0,0,1,0,0
dewi_accessories_purchase,PUT,/purchase-requests/{pr_id},update_purchase_request,216,1,0,1,0,0
dewi_accessories_purchase,POST,/purchase-requests/{pr_id}/submit,submit_purchase_request,342,1,0,1,0,0
dewi_accessories_purchase,POST,/purchase-requests/{pr_id}/approve,approve_purchase_request,386,1,0,1,0,0
dewi_accessories_purchase,POST,/purchase-requests/{pr_id}/reject,reject_purchase_request,450,1,0,1,0,0
dewi_accessories_requests,POST,/internal-requests,create_internal_request_gone,132,0,0,1,0,0
dewi_accessories_requests,PUT,/internal-requests/{req_id},update_internal_request_gone,138,0,0,1,0,0
dewi_accessories_stock,POST,/stock/receive,receive_stock,193,0,0,1,0,0
dewi_accessories_stock,POST,/stock/issue,issue_stock,336,0,0,1,0,0
dewi_accessories_stock,POST,/stock/scrap,scrap_stock,369,1,0,1,0,0
dewi_accessories_valuation,POST,/valuation/set-cost,set_cost,166,1,0,1,0,0
dewi_accessories_valuation,POST,/valuation/unvalued-digest/send,send_unvalued_digest_now,225,1,0,1,0,0
dewi_accessories_valuation,PUT,/valuation/report-schedule,update_report_schedule,270,1,0,1,0,0
dewi_accessories_valuation,POST,/valuation/report-schedule/send-now,send_report_now,310,1,0,1,0,0
dewi_accessory_requests,POST,,create_request,123,0,0,1,0,0
dewi_accessory_requests,PUT,/{request_id},update_request,219,0,0,1,0,0
dewi_accessory_requests,POST,/{request_id}/submit,submit_request,245,0,0,1,0,0
dewi_accessory_requests,POST,/{request_id}/allocate,allocate_request,265,0,0,1,0,0
dewi_accessory_requests,POST,/{request_id}/deliver,deliver_request,288,0,0,1,0,0
dewi_accessory_requests,POST,/{request_id}/reject,reject_request,363,1,0,1,0,0
dewi_accessory_requests,DELETE,/{request_id},delete_request,391,1,0,1,0,0
dewi_ai_actions,POST,,create_action,100,0,0,1,0,0
dewi_ai_actions,PUT,/{action_id},update_action,148,0,0,1,0,0
dewi_ai_actions,DELETE,/{action_id},delete_action,182,1,0,1,0,0
dewi_ai_business,POST,/daily-summary,generate_daily_summary,78,0,0,1,0,0
dewi_ai_business,POST,/revenue-forecast,revenue_forecast,159,0,0,1,0,0
dewi_ai_business,POST,/fraud-detection,fraud_detection,206,0,0,1,0,0
dewi_ai_business,POST,/production-optimize,production_optimize,260,0,0,1,0,0
dewi_assets,POST,,create_asset,109,1,0,1,0,0
dewi_assets,PUT,/{asset_id},update_asset,138,1,0,1,0,0
dewi_assets,DELETE,/{asset_id},delete_asset,154,1,0,1,0,0
dewi_assets,POST,/{asset_id}/assign,assign_asset,168,1,0,1,0,0
dewi_assets,POST,/{asset_id}/return,return_asset,221,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions,create_session,230,1,0,1,0,0
dewi_bank_reconciliation,PUT,/sessions/{session_id},update_session,293,1,0,1,0,0
dewi_bank_reconciliation,DELETE,/sessions/{session_id},delete_session,306,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/transactions,add_transaction,340,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/import-bulk,import_bulk_transactions,358,1,0,1,0,0
dewi_bank_reconciliation,DELETE,/sessions/{session_id}/transactions/{txn_id},delete_transaction,378,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/match,match_transaction,421,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/unmatch,unmatch_transaction,451,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/auto-match,auto_match_transactions,468,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/transactions/{txn_id}/adjust,adjust_from_txn,535,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/link-settlement,link_settlement,631,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/import-csv,import_csv_file,735,1,0,1,0,0
dewi_bank_reconciliation,POST,/sessions/{session_id}/approve,approve_session,822,1,0,1,0,0
dewi_career_coach,POST,/generate-report,generate_career_report,126,0,0,1,0,0
dewi_career_coach,POST,/chat,chat_with_coach,254,1,0,1,0,0
dewi_client_admin,POST,/{client_id}/provision-portal,provision_portal,52,1,0,1,0,0
dewi_client_admin,POST,/{client_id}/portal-accounts/{account_id}/reset-password,reset_portal_password,94,0,0,1,0,0
dewi_client_admin,POST,/{client_id}/portal-accounts/{account_id}/toggle,toggle_portal_account,121,0,0,1,0,0
dewi_client_admin,DELETE,/{client_id}/portal-accounts/{account_id},delete_portal_account,139,1,0,1,0,0
dewi_client_portal,POST,/auth/login,client_login,152,0,0,0,1,0
dewi_client_portal,POST,/auth/change-password,client_change_password,225,1,0,0,0,0
dewi_client_portal,POST,/samples/{sample_id}/approve,client_approve_sample,482,1,0,0,0,0
dewi_client_portal,POST,/samples/{sample_id}/reject,client_reject_sample,505,1,0,0,0,0
dewi_client_portal,POST,/samples/{sample_id}/revision,client_request_revision,529,1,0,0,0,0
dewi_client_uploads,POST,,upload_photo,35,1,0,0,0,0
dewi_cmt_component_requests,POST,,create_request,126,0,0,1,0,0
dewi_cmt_component_requests,PUT,/{request_id},update_request,216,0,0,1,0,0
dewi_cmt_component_requests,POST,/{request_id}/set-status,set_status,251,0,0,1,0,0
dewi_cmt_component_requests,DELETE,/{request_id},delete_request,291,1,0,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/backfill-wip-fg,backfill_wip_fg,153,1,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts,create_receipt,357,0,1,1,0,0
dewi_cmt_packing,PUT,/cmt-receipts/{receipt_id},update_receipt,497,0,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/lines,add_line,522,0,1,1,0,0
dewi_cmt_packing,PUT,/cmt-receipts/{receipt_id}/lines/{line_id},update_line,563,0,1,1,0,0
dewi_cmt_packing,DELETE,/cmt-receipts/{receipt_id}/lines/{line_id},delete_line,614,1,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/lines/{line_id}/koreksi-hasil-qc,koreksi_hasil_qc,668,0,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/lines/{line_id}/koreksi-deklarasi,koreksi_deklarasi,782,0,1,1,0,0
dewi_cmt_packing,POST,/short-shipments/{short_id}/resolve,resolve_short_shipment,868,1,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/submit,submit_receipt,902,0,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/complete-qc,complete_qc,928,0,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/approve,approve_receipt,946,0,1,1,0,0
dewi_cmt_packing,POST,/cmt-receipts/{receipt_id}/reject,reject_receipt,1090,1,1,1,0,0
dewi_cmt_permak,POST,,create_permak,488,1,0,1,0,0
dewi_cmt_permak,POST,/from-receipt-line,create_from_receipt_line,622,1,0,1,0,0
dewi_cmt_permak,PUT,/{permak_id},update_permak,694,1,0,1,0,0
dewi_cmt_permak,POST,/{permak_id}/status,change_status,748,1,0,1,0,0
dewi_cmt_permak,DELETE,/{permak_id},delete_permak,820,1,0,1,0,0
dewi_demo_seed,POST,/seed-demo-full,seed_demo_full,688,1,0,0,0,0
dewi_hr_ai,POST,/resume-screen/{candidate_id},screen_resume,86,0,0,1,0,0
dewi_hr_ai,POST,/attrition/predict,predict_attrition,193,0,0,1,0,0
dewi_hr_ai,POST,/coaching/{employee_id},generate_coaching_plan,321,0,0,1,0,0
dewi_hris_performance,POST,/cycles,create_cycle,197,0,0,1,0,0
dewi_hris_performance,PUT,/cycles/{cycle_id},update_cycle,213,0,0,1,0,0
dewi_hris_performance,POST,/kpis,create_kpi,247,0,0,1,0,0
dewi_hris_performance,PUT,/kpis/{kpi_id},update_kpi,263,0,0,1,0,0
dewi_hris_performance,POST,/assignments,create_assignment,311,0,0,1,0,0
dewi_hris_performance,PUT,/assignments/{aid},update_assignment,376,0,0,1,0,0
dewi_hris_performance,POST,/reviews,create_or_get_review,425,0,0,1,0,0
dewi_hris_performance,PUT,/reviews/{rid}/submit,submit_review,464,1,0,1,0,0
dewi_hris_performance,POST,/seed-demo,seed_performance_demo,615,1,0,1,0,0
dewi_job_board,POST,/jobs,create_job_posting,54,1,0,1,0,0
dewi_job_board,PATCH,/jobs/{job_id}/close,close_job_posting,161,0,0,1,0,0
dewi_job_board,DELETE,/jobs/{job_id},delete_job_posting,180,1,0,1,0,0
dewi_job_board,POST,/applications,submit_application,200,0,0,1,0,0
dewi_job_board,PATCH,/applications/{app_id}/status,update_application_status,304,1,0,1,0,0
dewi_kasbon,POST,/requests,submit_kasbon_request,129,0,0,1,0,0
dewi_kasbon,PATCH,/requests/{req_id}/hr-review,hr_review_kasbon,305,0,0,1,0,0
dewi_kasbon,PATCH,/requests/{req_id}/disburse,finance_disburse,337,0,0,1,0,0
dewi_kasbon,POST,/requests/{req_id}/repay,record_repayment,384,0,0,1,0,0
dewi_kasbon,POST,/requests/{req_id}/cancel,cancel_kasbon,452,0,0,1,0,0
dewi_kasbon,POST,/apply-payroll-deductions,apply_payroll_deductions,647,0,0,1,0,0
dewi_kasbon,POST,/seed,seed_demo,667,0,0,1,0,0
dewi_kpi_gamification,POST,/gamification/seed-demo,seed_demo_gamification,99,1,0,1,0,0
dewi_kpi_perform,PUT,/perform/{period_id}/{employee_id},upsert_perform_score,78,1,0,1,0,0
dewi_kpi_perform,POST,/perform/{period_id}/bulk,bulk_upsert_perform_scores,131,1,0,1,0,0
dewi_kpi_periods,POST,/periods,create_period,52,1,0,1,0,0
dewi_kpi_periods,PUT,/periods/{period_id},update_period,81,1,0,1,0,0
dewi_kpi_periods,DELETE,/periods/{period_id},delete_period,156,1,0,1,0,0
dewi_kpi_questions,POST,/questions,create_question,47,1,0,1,0,0
dewi_kpi_questions,PUT,/questions/{question_id},update_question,77,1,0,1,0,0
dewi_kpi_questions,DELETE,/questions/{question_id},delete_question,95,1,0,1,0,0
dewi_kpi_questions,POST,/questions/seed-defaults,seed_default_questions,106,1,0,1,0,0
dewi_kpi_reports,POST,/goals,create_goal,282,1,0,1,0,0
dewi_kpi_reports,PUT,/goals/{goal_id},update_goal,324,0,0,1,0,0
dewi_kpi_reports,DELETE,/goals/{goal_id},delete_goal,358,1,0,1,0,0
dewi_kpi_results,POST,/submissions,submit_form,28,1,0,1,0,0
dewi_kpi_results,POST,/results/{period_id}/calculate,calculate_results,126,1,0,1,0,0
dewi_kpi_results,POST,/results/{period_id}/publish,publish_results,313,1,0,1,0,0
dewi_kreator_requests,POST,,create_request,91,0,0,1,0,0
dewi_kreator_requests,PUT,/{request_id},update_request,152,0,0,1,0,0
dewi_kreator_requests,POST,/{request_id}/submit,submit_request,167,0,0,1,0,0
dewi_kreator_requests,POST,/{request_id}/approve-by-rnd,approve_by_rnd,183,1,0,1,0,0
dewi_kreator_requests,POST,/{request_id}/reject,reject_request,220,1,0,1,0,0
dewi_kreator_requests,POST,/{request_id}/mark-sample-ready,mark_sample_ready,248,0,0,1,0,0
dewi_kreator_requests,POST,/{request_id}/mark-delivered,mark_delivered,270,0,0,1,0,0
dewi_kreator_requests,DELETE,/{request_id},delete_request,294,1,0,1,0,0
dewi_lms,POST,/courses,create_course,59,0,0,1,0,0
dewi_lms,PUT,/courses/{course_id},update_course,104,0,0,1,0,0
dewi_lms,DELETE,/courses/{course_id},delete_course,118,1,0,1,0,0
dewi_lms,POST,/courses/{course_id}/materials,add_material,142,0,0,1,0,0
dewi_lms,PUT,/materials/{material_id},update_material,167,0,0,1,0,0
dewi_lms,DELETE,/materials/{material_id},delete_material,178,1,0,1,0,0
dewi_lms,POST,/courses/{course_id}/enroll,enroll,211,0,0,1,0,0
dewi_lms,PUT,/enrollments/{enrollment_id}/progress,update_progress,273,1,0,1,0,0
dewi_lms,POST,/seed,seed_lms,402,0,0,1,0,0
dewi_lms_quiz,POST,/quizzes,create_quiz,49,0,0,1,0,0
dewi_lms_quiz,POST,/quizzes/{quiz_id}/submit,submit_quiz,95,0,0,1,0,0
dewi_lms_quiz,POST,/enrollments/{enrollment_id}/progress,update_progress,152,0,0,1,0,0
dewi_maklon,POST,/clients,create_client,223,0,1,1,0,0
dewi_maklon,PUT,/clients/{client_id},update_client,239,0,1,1,0,0
dewi_maklon,DELETE,/clients/{client_id},delete_client,255,1,1,1,0,0
dewi_maklon,PUT,/clients/{client_id}/toggle,toggle_client_status,267,0,1,1,0,0
dewi_maklon,PUT,/orders/{order_id}/status,update_order_status,305,0,1,1,0,0
dewi_maklon,PUT,/orders/{order_id}/stage-qty,update_stage_qty,391,0,1,1,0,0
dewi_maklon,POST,/orders/{order_id}/material-issues,create_material_issue,512,0,1,1,0,0
dewi_maklon,DELETE,/orders/{order_id}/material-issues/{issue_id},cancel_material_issue,608,1,1,1,0,0
dewi_maklon_billing,POST,/invoices/generate,generate_invoice,375,0,1,1,0,0
dewi_maklon_billing,PUT,/invoices/{invoice_id},update_invoice,493,0,1,1,0,0
dewi_maklon_billing,POST,/invoices/{invoice_id}/cancel,cancel_invoice,509,0,1,1,0,0
dewi_maklon_billing,POST,/payments,record_payment,566,0,1,1,0,0
dewi_maklon_billing,DELETE,/payments/{payment_id},delete_payment,626,1,1,1,0,0
dewi_maklon_billing,POST,/hpp,upsert_hpp,652,0,1,1,0,0
dewi_maklon_bom_templates,POST,/bom-templates,create_bom_template,183,0,1,1,0,0
dewi_maklon_bom_templates,PUT,/bom-templates/{template_id},update_bom_template,242,0,1,1,0,0
dewi_maklon_bom_templates,POST,/bom-templates/{template_id}/activate,activate_bom_template,280,0,1,1,0,0
dewi_maklon_bom_templates,DELETE,/bom-templates/{template_id},delete_bom_template,301,1,1,1,0,0
dewi_maklon_bom_templates,POST,/bom-templates/apply-to-po,apply_template_to_po,605,0,1,1,0,0
dewi_maklon_bom_templates,POST,/pos/{po_id}/bom-sync,sync_po_bom_from_template,644,0,1,1,0,0
dewi_maklon_bom_templates,POST,/bom-templates/preview-accessories,preview_accessories_from_bom,797,0,1,1,0,0
dewi_maklon_buyer_catalog,POST,/buyer-catalog,create_buyer_catalog,176,0,1,1,0,0
dewi_maklon_buyer_catalog,PUT,/buyer-catalog/{catalog_id},update_buyer_catalog,265,0,1,1,0,0
dewi_maklon_buyer_catalog,PUT,/buyer-catalog/{catalog_id}/toggle,toggle_buyer_catalog,337,0,1,1,0,0
dewi_maklon_buyer_catalog,DELETE,/buyer-catalog/{catalog_id},delete_buyer_catalog,360,1,1,1,0,0
dewi_maklon_buyer_catalog,POST,/buyer-catalog/{catalog_id}/variants/generate,generate_maklon_variants,391,0,1,1,0,0
dewi_maklon_buyer_catalog,PUT,/buyer-catalog/{catalog_id}/variants/{variant_id},update_maklon_variant,447,0,1,1,0,0
dewi_maklon_buyer_catalog,POST,/buyer-catalog/{catalog_id}/sop-image,upload_buyer_catalog_sop_image,528,0,1,1,0,0
dewi_maklon_buyer_catalog,PUT,/buyer-catalog/{catalog_id}/sop,save_buyer_catalog_sop,569,0,1,1,0,0
dewi_maklon_buyer_catalog,POST,/buyer-catalog/{catalog_id}/check-drift,check_buyer_catalog_drift,774,0,1,1,0,0
dewi_maklon_finance,POST,/pos/{po_id}/post-ar,post_ar_for_po,343,0,1,1,0,0
dewi_maklon_finance,POST,/pos/{po_id}/advance-payment,record_advance_payment,371,0,1,1,0,0
dewi_maklon_finance,POST,/cmt-payments/{payment_id}/post-ap,post_ap_for_cmt_payment,449,0,1,1,0,0
dewi_maklon_finance,POST,/cmt-payments/{payment_id}/pay,pay_cmt_payment,490,0,1,1,0,0
dewi_maklon_finance,POST,/cmt-payments/{payment_id}/disbursements/{did}/void,void_cmt_disbursement,543,0,1,1,0,0
dewi_maklon_pos,POST,/pos,create_maklon_po,340,0,1,1,0,0
dewi_maklon_pos,PUT,/pos/{po_id},update_maklon_po,558,0,1,1,0,0
dewi_maklon_pos,POST,/pos/{po_id}/confirm,confirm_maklon_po,663,1,1,1,0,0
dewi_maklon_pos,POST,/pos/{po_id}/cancel,cancel_maklon_po,767,0,1,1,0,0
dewi_maklon_pos,POST,/dispatches,create_dispatch,807,0,1,1,0,0
dewi_maklon_pos,PUT,/dispatches/{dispatch_id}/confirm,confirm_dispatch,882,1,1,1,0,0
dewi_maklon_pos,PUT,/dispatches/{dispatch_id}/cancel,cancel_dispatch,952,0,1,1,0,0
dewi_maklon_pos,POST,/material-receive,receive_material_from_client,991,0,1,1,0,0
dewi_maklon_pos,POST,/bom,create_maklon_bom,1087,0,1,1,0,0
dewi_maklon_pos,PUT,/bom/{po_id},update_maklon_bom,1142,0,1,1,0,0
dewi_maklon_qc,POST,,create_qc,99,1,1,1,0,0
dewi_maklon_qc,PUT,/{qc_id},update_qc,143,1,1,1,0,0
dewi_maklon_qc,DELETE,/{qc_id},delete_qc,170,1,1,1,0,0
dewi_maklon_quote,POST,/generate,generate_quote,256,0,1,1,0,0
dewi_maklon_quote,POST,/{quote_id}/accept,accept_quote,306,0,1,1,0,0
dewi_maklon_quote,DELETE,/{quote_id},delete_quote,318,1,1,1,0,0
dewi_maklon_samples,POST,,create_sample,117,0,1,1,0,0
dewi_maklon_samples,PUT,/{sample_id},update_sample,193,0,1,1,0,0
dewi_maklon_samples,DELETE,/{sample_id},delete_sample,211,1,1,1,0,0
dewi_maklon_samples,POST,/{sample_id}/submit,submit_sample,227,0,1,1,0,0
dewi_maklon_samples,POST,/{sample_id}/approve,approve_sample,267,1,1,1,0,0
dewi_maklon_samples,POST,/{sample_id}/reject,reject_sample,295,1,1,1,0,0
dewi_maklon_samples,POST,/{sample_id}/revision,request_revision,323,0,1,1,0,0
dewi_maklon_sla,POST,/lead-time/estimate,estimate_lead_time,274,0,1,1,0,0
dewi_notifications,PUT,/provider-config,save_provider_config,317,1,0,0,0,0
dewi_notifications,POST,/provider-config/test,test_provider,352,1,0,0,0,0
dewi_notifications,POST,/manual,send_manual,453,1,0,0,0,0
dewi_notifications,POST,/bulk-send,bulk_send_queued,469,1,0,0,0,0
dewi_notifications,POST,/{notif_id}/send,mark_sent,517,1,0,0,0,0
dewi_notifications,POST,/{notif_id}/retry,retry,559,1,0,0,0,0
dewi_notifications,DELETE,/{notif_id},delete_notif,575,1,0,0,0,0
dewi_notifications,POST,/scan-overdue,scan_overdue,585,1,0,0,0,0
dewi_okr,POST,/objectives,create_objective,188,1,0,1,0,0
dewi_okr,PATCH,/objectives/{obj_id},update_objective,240,0,0,1,0,0
dewi_okr,DELETE,/objectives/{obj_id},delete_objective,254,1,0,1,0,0
dewi_okr,POST,/objectives/{obj_id}/key-results,add_key_result,272,0,0,1,0,0
dewi_okr,PATCH,/key-results/{kr_id},update_key_result,290,0,0,1,0,0
dewi_okr,DELETE,/key-results/{kr_id},delete_key_result,304,1,0,1,0,0
dewi_onboarding,POST,/templates,create_template,63,0,0,1,0,0
dewi_onboarding,PUT,/templates/{template_id},update_template,84,0,0,1,0,0
